example_id,customer_tweet_id,customer_text,gold_intent,predicted_intent,gold_escalate,predicted_escalate,similarity,draft_reply,reason,evidence_1,system,reply_correct,reply_helpful,reply_grounded,reply_safe,escalation_appropriate,judge_notes
62,1828559,@115858 updated my iPhone software yesterday... now battery drains quickly.  Dropped 10% in 20 minutes without usage and all apps closed.,battery_power,battery_power,False,False,0.3288849055416222,@202689 Give this article a try and send us a DM once you have tested it out: https://t.co/TpjqFp3jxD https://t.co/GDrqU22YpT,"LR intent=battery_power (conf=0.98), evidence is clear.",@AppleSupport updated my iPhone yesterday and battery draining rapidly since. I had to recharge all day. Never happened before. Apps closed,our_agent,,,,,,
63,400381,My #AppleWatch 1st gen lasted two years. #Series 3? #ForceTouch dead after six days. #Bummer @AppleSupport,ios_software_bug,ios_software_bug,False,False,0.4711255449186917,"@384889 Let's look at this together in DM. When you connect with us, let us know what watchOS is installed. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.55), evidence is clear.",@AppleSupport I think you call it a 0. It’s one of the 1st gen released.,our_agent,,,,,,
64,712522,My phone keeps on crashing since I updated it 😠 #iOS11 👎🏻 #ios11update 👎🏻 @115858,ios_software_bug,ios_software_bug,False,False,0.4613532010702514,"@301936 Thanks for reaching out to us. When you say it's crashing, do you mean the app just closes anytime you try to open it, or something else?","LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport Apple music keeps crashing after I updated.,our_agent,,,,,,
65,1122194,@AppleSupport I have 5s phone which is hang since today morning. Please help. https://t.co/WjDQBg9CPW,ios_software_bug,ios_software_bug,False,False,0.5538897487334744,@512896 We look forward to working with your via DM. You can use the link below to reach us there. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.50), evidence is clear.",@AppleSupport In my 5s phone https://t.co/yF2MhDNfeY,our_agent,,,,,,
66,1900229,Whatever happened to @115858 having good customer service. Seriously thinking about what my next device will be. signed #previousfanboy,ios_software_bug,ios_software_bug,True,False,0.3422201690855934,@511095 Have you taken another look at the previously linked article? Did it help? What iOS version is currently installed?,"LR intent=ios_software_bug (conf=0.43), evidence is clear.",It has happened again. @AppleSupport https://t.co/lIIKvYxclK,our_agent,,,,,,
67,2792074,"Hey @applesupport, any idea why my Android phone maintains hotel wifi connection reliably but every time my iPhone goes dark it drops from the wifi network? It's consistent &amp; maddening.",connectivity_network,connectivity_network,False,False,0.3068616242908264,@220770 Check out this link for tips to adjust your brightness: https://t.co/it24SqZD78 Let us know if you have questions or the issue lingers. We can help. https://t.co/GDrqU22YpT,"LR intent=connectivity_network (conf=0.97), evidence is clear.",iPhone 8+ screen goes dark. Auto brightness is disabled and it still goes dark what is going on? 📱@AppleSupport,our_agent,,,,,,
68,2073165,"Dear @AppleSupport ,

Can you please fix how iOS 11 kills my battery on my iPhone 6?

 Thanks.",battery_power,battery_power,False,False,0.6409402273786454,@296997 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,"LR intent=battery_power (conf=0.98), evidence is clear.",iOS 11 kills battery do something @115858 @AppleSupport,our_agent,,,,,,
69,1058144,@AppleSupport Maps Destination widget not working #iOS11 #iPhone8Plus. Says turn on Significant Locations but they're already on. Ideas?,ios_software_bug,ios_software_bug,False,False,0.3701891546062049,@550774 We'd like to take a further look at this with you. Please meet us in DM and we'll work towards a resolution together. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.79), evidence is clear.","@115858 @AppleSupport Weather Widget not working ios11 Please see the link
https://t.co/dtebPZbiO9",our_agent,,,,,,
70,2492387,"3rd @applesupport phishing call, spoofing 718-489-1540 Elmhurst Queens. 
I’m now blocking calls from my local Apple retail branch.
@115858 if this continues it will impact the ability of your stores to sell products &amp; customers to receive legitimate tech support. https://t.co/5g6TStvErh",account_access_security,account_access_security,True,True,0.2470125748382816,"@389959 Thanks for the heads up. Learn more about phishing, as well as how to report them here: https://t.co/LNMCdqt6fD",Sensitive account or payment issue - LR classifier flagged.,@AppleSupport Phishing https://t.co/K4gnvcydUJ,our_agent,,,,,,
71,2081291,I put my phone on dnd...... Why am I still being disturbed?@AppleSupport,ios_software_bug,ios_software_bug,False,False,0.7387020230106616,@333304 We can help. Which iPhone and version of iOS are you using? Can you please reply in DM? https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.67), evidence is clear.",I'm trying to figure out how my phone on DND but I'm still being disturbed @115858,our_agent,,,,,,
72,2862161,Hey @AppleSupport what the hell is going on with your guys service and the ability to send photos lately?? iOS 11 blowsssssssss,ios_software_bug,ios_software_bug,False,False,0.4742450796512303,@522186 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,"LR intent=ios_software_bug (conf=0.73), evidence is clear.",@AppleSupport what the hell is going on???? I️,our_agent,,,,,,
73,2070496,"IOS 11 is a big shit. I want go back to IOS 10.3.3. I can't use my iphone 6, it have bug and freeze @116333 @AppleSupport",ios_software_bug,ios_software_bug,False,False,0.3405472989061807,"@708455 While we don't recommend trying to revert back to previous iOS versions, we're happy to partner with you and look into your battery life concern. Join us in DM and we'll take a closer look: https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport I updated to ios 11.1.1 but it was very bad for this i sent it back to 11.0.3 now i want to go back to ios 10.3.3 Can I do that?,our_agent,,,,,,
74,1138402,IOS WHAT THE HELL IS WRONG WHY DO THESE BOXES KEEP SHOWING UP. @115858 FIX THIS SHIT.,ios_software_bug,ios_software_bug,False,False,0.7069311437007777,@593039 We’re here to lend a hand. Use these steps to help with your autocorrect: https://t.co/xU1AGHStV6 DM us any questions. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.93), evidence is clear.",Why can’t I️ type “l” without boxes showing up and “A” 😑 @AppleSupport,our_agent,,,,,,
75,2756849,"I’m suing Apple I lost all my contacts and photos and everything and my shit keeps freezing it took 20 minutes to type this cause the keyboard is fucked up I ain’t buying a 1,000 dollar phone nigga @115858",ios_software_bug,ios_software_bug,False,False,0.2841126031477699,"@707822 We'd love to work with you to make sure your device is working as it should. Reach out to us via DM with more details, including what type of device you're using and your current OS version. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.65), evidence is clear.",@170504 @115858 my shit keeps freezing !!!,our_agent,,,,,,
76,2412489,"@AppleSupport Tried restarting, Siri still randomly coming on, music stops playing randomly",app_service_issue,app_service_issue,False,False,0.5414472012635222,@693551 We want to be sure that you can use Siri and listen to your music as you'd expect. Which music app are you using? Are you connected to any Bluetooth devices when you experience this behavior?,"LR intent=app_service_issue (conf=0.94), evidence is clear.",Updated my phone now Siri randomly comes on &amp; music randomly stops playing. Fix it! @AppleSupport,our_agent,,,,,,
77,58826,@AppleSupport why can’t I️ say I️ when I️ text.,ios_software_bug,ios_software_bug,True,True,0.8901394077098577,@525596 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,LR confidence low (0.38) or intent unclear.,@AppleSupport  I️ can’t say I️ 😰,our_agent,,,,,,
78,865944,"@AppleSupport It's an iPhone 6... and no joke, I can watch the % drop within minutes of it coming off the charge 😕",battery_power,battery_power,False,False,0.3622558273953934,@198452 We're here for you. Which Apple Watch are you using?,"LR intent=battery_power (conf=0.98), evidence is clear.",10 am... @AppleSupport apple watch already drop 35% battery life in 4 hours.,our_agent,,,,,,
79,1691708,@115858 please fucking fix I️ this bullshit everyone is tired we can’t deal with this,ios_software_bug,ios_software_bug,False,False,0.6867707373414003,@509736 Let's take a look at this together. Have you already updated to iOS 11.1? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.62), evidence is clear.","I️ I️ I️ I️ I️ I️ I️ I️ 

@AppleSupport , fucking fix this !",our_agent,,,,,,
80,2286626,@AppleSupport I’m using an iPhone 5s. Running on iOS 11.2 Developer Beta 2 (15C5097d),ios_software_bug,ios_software_bug,False,False,0.6301697957517811,@212695 Great question and one we'd like to try to answer. Please provide us more details in DM: https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.97), evidence is clear.","@115858 @AppleSupport 
Does iOS 11.1 developer beta 2 go for iPhone 5s?",our_agent,,,,,,
81,127655,I just broke a iMovie 😂🤷🏼‍♂️ @AppleSupport,ios_software_bug,ios_software_bug,True,False,0.481881501722828,@279767 We're here to help. Have you updated to iOS 11.0.2? https://t.co/ahjigcvFRG Let us know in DM. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.98), evidence is clear.",@AppleSupport The new update just broke my phone. Thanks for that!,our_agent,,,,,,
82,1811876,@AppleSupport ALL OF MY PICTURES ARE GONE AFTER I UPDATED MY PHONE,ios_software_bug,ios_software_bug,False,False,0.7596220633171384,@584534 We understand how precious your pictures are. Join us in DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.96), evidence is clear.","@AppleSupport all my pictures are gone, can i get them back?",our_agent,,,,,,
83,2202169,@AppleSupport Alarm app moved on watch OS 4 doesn’t make vibration correctly at the time  I set. Pls let me know how I can set things right.,ios_software_bug,ios_software_bug,True,True,0.3787480928162428,@149286 We can definitely help with your alarm. If possible DM us your Watch edition and we can assist further. https://t.co/GDrqU22YpT,LR confidence low (0.38) or intent unclear.,@AppleSupport The alarm on my Apple Watch (OS4) goes off at the wrong time - not the time set in the alarm app on the watch. Any ideas?,our_agent,,,,,,
84,304064,"@AppleSupport iphne completely jamming had to press power and home button didn’t worked either, AppStore Twitter jam re-download but WiFi turn on itself",connectivity_network,connectivity_network,False,False,0.3021942607746768,@278716 Let's continue over DM and we can go over a few options. https://t.co/GDrqU22YpT,"LR intent=connectivity_network (conf=0.97), evidence is clear.","@AppleSupport It just shuts off, like when an app hard crashes back to the Home screen, but when I press the Home button, nothing happens, then try to press the power button, nothing. Even tried to hard reset (power and Home); only after I plugged it in then the Apple screen comes up, slowly",our_agent,,,,,,
85,2327780,Major fix needed ASAP @115858. Having iOS11 turn Bluetooth back on everyday at 5am is unacceptable. I turn it off —&gt; for a reason.,connectivity_network,connectivity_network,True,False,0.3281078578559479,"@388824 Have you updated to iOS 11? If so, this article may explain: https://t.co/G7BHuQnDS6","LR intent=connectivity_network (conf=0.97), evidence is clear.",@115858 why does my Bluetooth turn on for no reason,our_agent,,,,,,
86,328082,@AppleSupport iPhone SE and yes i have on 2 different wifi connections,connectivity_network,connectivity_network,False,False,0.5998735215054889,@124883 Got it. Let's meet up in DM to continue looking into this further. https://t.co/GDrqU22YpT,"LR intent=connectivity_network (conf=0.97), evidence is clear.",@AppleSupport Yes. On 2 different wifi,our_agent,,,,,,
87,1082417,@AppleSupport I need to wipe out my iPad Pro 10.5 and restore from a back up. How do I do that?,setup_transfer_sync,setup_transfer_sync,True,False,0.5037712447282738,@230296 We'd like to provide you the best information available. DM us what country or region you're located in. https://t.co/GDrqU22YpT,"LR intent=setup_transfer_sync (conf=0.96), evidence is clear.",Hello @AppleSupport iPhone X and iPad Pro 10.5 do support 30W charging?,our_agent,,,,,,
88,1332728,Altro bug #iOS11 rotazione fotocamera in landscape mode .. taglia la visualizzazione @AppleSupport,ios_software_bug,ios_software_bug,False,False,0.5473813467551256,@357859 Hi there! Even non-Plus iPhone models have landscape mode. Is this happening even when you're not rotating your iPhone to landscape? Which iOS version are we working with? That will be in Settings &gt; General &gt; About.,"LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport @115858 my iPhone 6s sometimes rotates to landscape mode. Isnt it a bug?is Landscape mode available for non Plus devices too?? @135834 https://t.co/eTn573Lj0B,our_agent,,,,,,
89,1998500,"Random characters appearing when I️ try to type, further proving that iOS 11 is a fucking embarassment to technology. Wtf happened @115858 ??",ios_software_bug,ios_software_bug,False,False,0.3722865279227764,@488545  Let's help. Try this out: https://t.co/k0NAaSjWTU Let us know if that helps correct that issue with autocorrect.,"LR intent=ios_software_bug (conf=0.99), evidence is clear.",What the fuck are these random characters when I️ type  @AppleSupport @115858,our_agent,,,,,,
90,926446,"@AppleSupport the regular iPhone 7, it has its latest update. but yes, the audio doesn’t work with headphones",ios_software_bug,ios_software_bug,False,False,0.384407758445947,@737518 Thanks for those details. Does this behavior occur on both Wi-Fi and cellular networks?,"LR intent=ios_software_bug (conf=0.75), evidence is clear.","@AppleSupport iPhone 7 
Whatever the latest update was",our_agent,,,,,,
91,2804338,@AppleSupport any clue on this https://t.co/64vlHO1SUt,ios_software_bug,ios_software_bug,True,False,0.6648715238892602,@398654 Let's complete all the steps listed here before trying again: https://t.co/Ui1yTnOCUz. DM the results. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.43), evidence is clear.","@AppleSupport Yeah, it’s still not working I have no clue why! https://t.co/ej3pDndipe",our_agent,,,,,,
92,2111400,@AppleSupport hi! Sent u a dm. Please check.,how_to_settings,how_to_settings,True,True,0.819075321859793,@315590 We've received your DM. Be on the lookout for our response there.,LR confidence low (0.32) or intent unclear.,"@AppleSupport  Hi, I sent you a DM.",our_agent,,,,,,
93,1220468,hi @AppleSupport my mac pro won't read my sd card pls send help,hardware_accessory,hardware_accessory,False,False,0.3851231151413525,@308886 Thanks. Please meet us in DM to proceed. We want to ask a few clarifying questions there. https://t.co/GDrqU22YpT,"LR intent=hardware_accessory (conf=0.96), evidence is clear.","@AppleSupport The Mac HDD is the only local, Data is a Time Machine, and Untitled is an SD card",our_agent,,,,,,
94,356423,@AppleSupport Ok thank you...,ios_software_bug,ios_software_bug,False,False,1.0,@218518 You're welcome.,"LR intent=ios_software_bug (conf=0.43), evidence is clear.",@AppleSupport Ok thank you,our_agent,,,,,,
95,1073396,@AppleSupport thanks for the help!,ios_software_bug,ios_software_bug,True,True,1.0,@370236 It's our pleasure. Let us know if we can help with anything else.,LR confidence low (0.29) or intent unclear.,@AppleSupport Thanks for your help 😀,our_agent,,,,,,
96,1543292,@478104 @22531 Also @AppleSupport can you tell me why I corrects to I️ every time I type it anywhere? It did it to @478104 in her last tweet too,ios_software_bug,ios_software_bug,False,False,0.5744464278077329,@557225 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"LR intent=ios_software_bug (conf=0.68), evidence is clear.",@115858 @AppleSupport see my tweet ⬆️,our_agent,,,,,,
97,1077279,Thanks @115858 for ruining my phone with this new update👌,ios_software_bug,ios_software_bug,False,False,0.6705007872909889,@603282 We want you to be able to use your iPhone without any issues. Let us know more about what's going on in a DM. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.99), evidence is clear.","My iphone is not working, thanks @AppleSupport for ruining my phone",our_agent,,,,,,
98,2356635,"@115858 -- What's up with the ""I"" not working on some iPhones? How do you fix?",ios_software_bug,ios_software_bug,False,False,0.5694614590156972,@149687 Let's make sure that content is available in your region. Use this link to check that. https://t.co/HOjuZGXR0c,"LR intent=ios_software_bug (conf=0.94), evidence is clear.","@AppleSupport done that, still not working 😩",our_agent,,,,,,
99,2438490,"How can @115858 charge you £40 for a membership you don't want, and not allow a refund only one day into that membership???😂 now I'm stuck with it for a year...",app_store_billing,app_store_billing,True,True,0.4178054951150607,@531432 We have a dedicated billing team who can look into this with you. You can reach them online here: https://t.co/SDIe7UiyJN,Sensitive account or payment issue - LR classifier flagged.,@AppleSupport is there any way of changing current Apple Music membership? Been a student for over a year now and paid full price membership,our_agent,,,,,,
100,1924456,@AppleSupport I’d really like to not restart my iPhone 8 everytime I would like to download and app... 😒😒,ios_software_bug,ios_software_bug,False,False,0.4393108747345483,@135994 Thanks for checking. We'd like some additional details to assist. Send us a Direct Message using the link below and we'll take it from there. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.54), evidence is clear.","@AppleSupport Nothing like that on restart, no.",our_agent,,,,,,
101,1990236,What’s Going On With The Keyboard And These Symbols? I️ @AppleSupport,ios_software_bug,ios_software_bug,False,False,0.7167984556568401,@488454 Thanks for connecting with us. Let s know if this helps: https://t.co/xXaXeeSRt9,"LR intent=ios_software_bug (conf=0.97), evidence is clear.",wtf is up with these symbols?? i️ @AppleSupport,our_agent,,,,,,
102,1699794,yo...... @115858..... i need this phone issue fixed reallll quick,ios_software_bug,ios_software_bug,False,False,0.4676184072581112,@526192 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"LR intent=ios_software_bug (conf=0.61), evidence is clear.","Yo @115858, I️ need this fixed",our_agent,,,,,,
103,2408628,@115858 thanks for breaking the GarageBand app on everything other that the X it seems. Not functional on mine anymore.,ios_software_bug,ios_software_bug,False,False,0.4352815328890798,"@460467 Thanks for letting us know. For help with GarageBand reach us here: https://t.co/IBIY3vMgPj select ""Apps &amp; Software.""","LR intent=ios_software_bug (conf=0.43), evidence is clear.",@AppleSupport GarageBand,our_agent,,,,,,
104,1407808,@AppleSupport using the most recent update - macbook pro and iphone 7. the radio works on the iphone but doesn’t even play on the macbook,ios_software_bug,ios_software_bug,False,False,0.4476267829628826,"@148432 Thanks for that information. Send us a DM with the software versions your MacBook Pro and iPhone are running, and we'll continue from there. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.87), evidence is clear.",@AppleSupport Macbook pro and iphone.,our_agent,,,,,,
105,622708,@AppleSupport After unlocking some apps won’t rotate. Mostly iMessages,app_service_issue,app_service_issue,False,False,0.3828845001774145,@348900 Let's dig into this together. You mentioned you'd reset the iPad. Have you restarted with these steps: https://t.co/OWRDHWSt4h,"LR intent=app_service_issue (conf=0.96), evidence is clear.",@AppleSupport any idea why my ipad screen won’t rotate after the iOS update? The rotate lock isn’t on. Was fine before. Have tried reset.,our_agent,,,,,,
106,1648428,Wtfffff is this shit @115858 I️,ios_software_bug,ios_software_bug,False,False,0.5872971397564556,@468433 We want to help. Which iOS version are you currently on?,"LR intent=ios_software_bug (conf=0.71), evidence is clear.",“I.t”? Again wtf is this shit? @115858,our_agent,,,,,,
107,1714094,So annoyed that ever since I downloaded iOS 11 I haven’t been able to log into use my Apple ID @AppleSupport,account_access_security,account_access_security,True,True,0.4236929444126411,@342723 We'd like to help out with that. What happens when you try to sign in?,Sensitive account or payment issue - LR classifier flagged.,HELP @AppleSupport why can’t I freaking log into iCloud???? I haven’t been able to log in for months,our_agent,,,,,,
108,2054662,"I am able to stream and control tracks over #Bluetooth but with #IOS11 now not able to control tracks, see track info or use #Siri @115858",connectivity_network,connectivity_network,True,False,0.3104681548615814,@511899 Siri is an intelligent personal assistant for iOS devices &amp; macOS Sierra or later: https://t.co/7mwdoAblwV,"LR intent=connectivity_network (conf=0.97), evidence is clear.",Who is Siri @AppleSupport,our_agent,,,,,,
109,2732934,@AppleSupport Issue is on iPhone6s. I am facing issue for email alerts.,ios_software_bug,ios_software_bug,True,False,0.5571067101691385,"@678387 Let's get you some help. Since you're still experiencing the issue, let's reach out to our Photos team so that they can take a look into this. They can be reached using this link: https://t.co/IBIY3vMgPj","LR intent=ios_software_bug (conf=0.44), evidence is clear.",@AppleSupport Still facing the same issue.,our_agent,,,,,,
110,2689527,@AppleSupport to share iCloud Storage with my family the devices requires to have lates OS versions either Mac or iOS?,app_service_issue,app_service_issue,False,False,0.283032585358439,"@260810 We're here for you. While you can't share the whole library, you can share playlists. Instructions here: https://t.co/fOwfrQUncQ","LR intent=app_service_issue (conf=0.83), evidence is clear.",@AppleSupport hi. I am using family sharing and was wondering if I can share my “icloud music library” with my family members. Thanks.,our_agent,,,,,,
111,849887,@AppleSupport Yes exactly i tried 3-4 times but didnt worked,ios_software_bug,ios_software_bug,True,True,0.6796472605530144,@789666 We'd like to dive into this a bit further. Please send us a DM and tell us which country you are contacting us from today. https://t.co/GDrqU22YpT,LR confidence low (0.36) or intent unclear.,@AppleSupport Yes. That’s exactly what it does.,our_agent,,,,,,
112,1924837,"@AppleSupport Retina 5K, 27-inch, Mid 2015 High Sierra. Mail: Not syncing with gmail/g suite. Messages: Can't use Gooogle chat on it anymore... Would I need to use different app as a desktop client for google chat. If yes which one? Cheers",app_service_issue,app_service_issue,False,False,0.3271760640233731,@574105 We understand needing to get your Mac to charge so you can continue to use it. Let’s continue this in DM. https://t.co/GDrqU22YpT,"LR intent=app_service_issue (conf=0.57), evidence is clear.",@AppleSupport Macbook Pro 15-inch (Mid 2015),our_agent,,,,,,
113,247089,@115858 ....umm so the new #IOS update fucked up my iPhone 6. Thanks. A lot. Fix your software updates before you release them.,ios_software_bug,ios_software_bug,False,False,0.381773169311824,@346004 Let's have a look at this together. Please DM us. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=1.00), evidence is clear.",@115858 your update has fucked up my iPhone #wtf,our_agent,,,,,,
114,2698043,"@AppleSupport Could you please throw some light .. I have almost 4 GB space but still it is showing iPhone storage full. Why? I won’t be able to take any photo etc . It is so annoying, in a month there are 2 iOS software updates which makes  phone slow  . https://t.co/KO0hoLJ7TP",ios_software_bug,ios_software_bug,False,False,0.241017567833756,@732011 Let's check it out. Meet us in DM with the exact version of iOS it's running. We'll take it from there. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.95), evidence is clear.",@AppleSupport iPhone storage... But we're dealing with it,our_agent,,,,,,
115,2505116,When you update iTunes and it gets rid of your copy of #reputation....thanks @118721 @115858 https://t.co/HHS4MQXjF6,ios_software_bug,ios_software_bug,False,False,0.3928633472271383,"@458604 We're here to help with your iPhone X. To start, send us a DM and we'll continue together from there. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.80), evidence is clear.","Thanks, @AppleSupport https://t.co/VADxDiKLbg",our_agent,,,,,,
116,2802453,@AppleSupport I want my shit back @115858,ios_software_bug,ios_software_bug,False,False,0.5439561331734283,"@533049  If you need further assistance, the contact information is provided in the link.","LR intent=ios_software_bug (conf=0.56), evidence is clear.",@AppleSupport I still can’t see if I can do what I want to do,our_agent,,,,,,
117,1675497,quiero mi celular de vuelta @AppleSupport hagan algo,ios_software_bug,ios_software_bug,False,False,0.3975475812299046,@200184 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,"LR intent=ios_software_bug (conf=0.64), evidence is clear.","A mi celular le dio un paro y no quiere encender, help @115858 😭",our_agent,,,,,,
118,746050,@AppleSupport I’m using the latest version of iOS. https://t.co/g7ptYZaAVb,ios_software_bug,ios_software_bug,False,False,0.6513489846276496,"@708826 Let's get on the firmest foundation possible by getting all devices on the same iOS. Also, is AirDrop set to everyone?","LR intent=ios_software_bug (conf=0.96), evidence is clear.",@AppleSupport I am using iOS 11.0.3 and the device I am sending to is using the latest version of iOS 10.,our_agent,,,,,,
119,1483599,@AppleSupport This application requires iOS 10.3,ios_software_bug,ios_software_bug,False,False,0.5529559522837767,@780494 That's a great question. Let's meet in DM to discuss. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.98), evidence is clear.",@AppleSupport What if that application is removed❓ Like Turbo DL,our_agent,,,,,,
120,291843,@185502 @115858 @118101 @O2 My problem is the opposite-its literally spasming old notifications #AppleFail,ios_software_bug,ios_software_bug,False,False,0.5442030910427726,@245537 We want to make sure your iPhone is working for you. Take a look at the steps in the following resource for help with this: https://t.co/osZOKKTalm,"LR intent=ios_software_bug (conf=0.54), evidence is clear.",@241085 @240340 @AppleSupport I have the same problem.,our_agent,,,,,,
121,1773678,Hey @115858  can you fix this whole weird I️ issue everyone is having because it’s really annoying and unprofessional.,ios_software_bug,ios_software_bug,False,False,0.4245536745591284,@526751 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"LR intent=ios_software_bug (conf=0.65), evidence is clear.",Yes!! An orange heart!! 🧡🧡🧡thanks @115858 (but could also please fix this weird issue with the I️ ?),our_agent,,,,,,
122,2063135,"I bought an @115858 watch to train for the @160513. Just two days away TO RACE DAY, an update is req’d, and that takes TWO DAYS. #WHY",ios_software_bug,ios_software_bug,False,False,0.282959947336503,"@665566 Good Catch!  This article explains about avoiding phishing emails, fake ‘virus‘ alerts, phony support calls, and other scams:  https://t.co/LNMCdqt6fD","LR intent=ios_software_bug (conf=0.83), evidence is clear.",Almost bought it :)  @AppleSupport https://t.co/jsiga7pm1C,our_agent,,,,,,
123,910568,@AppleSupport I’m using an iPhone 7+ I was skeptical ab downloading this bc I thought it would get worse with messing up https://t.co/3RSZJVaghC,ios_software_bug,ios_software_bug,False,False,0.5197585475262341,@523928 Let's take a closer look. Here's a link to DM us. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.59), evidence is clear.",@AppleSupport Am using iPhone 7,our_agent,,,,,,
124,1099628,Anyone have problems installing iOS 11.1 Public Beta 5?! @115858 @AppleSupport,ios_software_bug,ios_software_bug,False,False,0.605273357081828,"@444937 As you know, 11.1 is a beta release. Thanks for being part of our program! DM us to go over some possible next steps. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.97), evidence is clear.",@AppleSupport 11.1 Public beta 5,our_agent,,,,,,
125,1216331,"@AppleSupport I would, if only the damn apps but stop crashing… Fail!!!",ios_software_bug,ios_software_bug,False,False,0.4078405692834959,"@597111 We'd love to help you out. Take a look at this article: https://t.co/xXaXeeSRt9

Let us know if you need more help via DM. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.91), evidence is clear.",@115858 damn it it did it again,our_agent,,,,,,
126,1105616,@AppleSupport  help my computer won’t charge and it’s not the battery or the charger. major sos. I’m in school &amp; need to get my hw done.,battery_power,battery_power,False,False,0.3040739177981333,"@119210 Use the link below to send us a Direct Message. We’ll meet you there, and we can work towards a resolution together. https://t.co/GDrqU22YpT","LR intent=battery_power (conf=0.98), evidence is clear.",@AppleSupport Help! My computer has been like this since yesterday &amp; I need it. I don’t know what to do. https://t.co/zq8C4Vt7Fn,our_agent,,,,,,
127,1706193,Quisiera yo saber cómo PARA CUANDO van a arreglar todos los problemas de su última actualización en los iPhone @AppleSupport,ios_software_bug,ios_software_bug,False,False,0.3936156357350844,@351086 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,"LR intent=ios_software_bug (conf=0.66), evidence is clear.",Hola @AppleSupport me gustaría saber cuándo van a arreglar nuestros putos celulares,our_agent,,,,,,
128,2053513,@AppleSupport please fix this bug in ios11.1 beta https://t.co/FPxfpz3sTq,ios_software_bug,ios_software_bug,False,False,0.6011072848718287,@364947 We'd like to help. Let us know what iOS version is currently installed: Settings &gt; General &gt; About.,"LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport can you please fix this bug in iOS11? https://t.co/yrpZNbGRQm,our_agent,,,,,,
129,2276356,@AppleSupport it didn’t work :(,ios_software_bug,ios_software_bug,False,False,1.0000000000000002,@492382 Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.64), evidence is clear.",@AppleSupport Didn’t work.,our_agent,,,,,,
130,403557,Whoa @115858 I see I'm definitely not alone with recurring #MBP2011 GPU issues,ios_software_bug,ios_software_bug,True,True,0.5366510269467296,@529977 Thanks! Let's have you check out this link from step numbers 4 through number 7 and DM your results https://t.co/sXbhzfS2lM https://t.co/GDrqU22YpT,LR confidence low (0.38) or intent unclear.,@AppleSupport It’s definitely on!🙄,our_agent,,,,,,
131,1901145,"@115858 After updating to iOS 11.0.2, my iPhone 6S+ has become a literal brick. iOS 11.0.3 didn't fix anything at all, what are you???",ios_software_bug,ios_software_bug,False,False,0.5160011907585904,"@158590 Did this request for your Touch ID or passcode come up after successfully updating, or before you were able to start the update? Also, let us know in DM what country you're in. We'll continue from there: https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport Me updating to iOS 11.1.2,our_agent,,,,,,
