example_id,customer_tweet_id,customer_text,brand_reply,label_notes,labeler,intent,gold_escalate,label_source,label_confidence
112,1924837,"@AppleSupport Retina 5K, 27-inch, Mid 2015 High Sierra. Mail: Not syncing with gmail/g suite. Messages: Can't use Gooogle chat on it anymore... Would I need to use different app as a desktop client for google chat. If yes which one? Cheers","@572923 Perfect, thank you. Do you have other mail accounts on your Mac? If so, are they syncing without issues?",,,app_service_issue,False,lr_override,0.4956
113,247089,@115858 ....umm so the new #IOS update fucked up my iPhone 6. Thanks. A lot. Fix your software updates before you release them.,@174692 Let's team up and sort things out together. DM details of the issue you're experiencing to get started. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
114,2698043,"@AppleSupport Could you please throw some light .. I have almost 4 GB space but still it is showing iPhone storage full. Why? I won’t be able to take any photo etc . It is so annoying, in a month there are 2 iOS software updates which makes  phone slow  . https://t.co/KO0hoLJ7TP",@758084 We can help! Is there anything in particular that's slower than usual since the update? Reply in DM to get started. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
115,2505116,When you update iTunes and it gets rid of your copy of #reputation....thanks @118721 @115858 https://t.co/HHS4MQXjF6,"@714369 That’s not the experience we want you to have, and we’ll be glad to help get your music back. To help determine the best route to take, can you tell us if the album purchased though iTunes?",,,ios_software_bug,False,rule_based,1.0
116,2802453,@AppleSupport I want my shit back @115858,"@781751 We know how precious your vacation memories are. Meet us in DM with details about what happened, and we'll see how we can help. https://t.co/GDrqU22YpT",,,ios_software_bug,False,lr_override,0.5952
117,1675497,quiero mi celular de vuelta @AppleSupport hagan algo,@509751 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,,,ios_software_bug,False,lr_override,0.6142
118,746050,@AppleSupport I’m using the latest version of iOS. https://t.co/g7ptYZaAVb,@156813 It sounds like you have auto brightness enabled. It uses ambient light to adjust the display for optimal viewing.,,,ios_software_bug,False,rule_based,1.0
119,1483599,@AppleSupport This application requires iOS 10.3,@131992 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
120,291843,@185502 @115858 @118101 @O2 My problem is the opposite-its literally spasming old notifications #AppleFail,@167420 Let's work together to find the best path forward. DM us with what type of device you're using; we'll meet you there. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.5438
121,1773678,Hey @115858  can you fix this whole weird I️ issue everyone is having because it’s really annoying and unprofessional.,@533069 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,ios_software_bug,False,lr_override,0.6382
122,2063135,"I bought an @115858 watch to train for the @160513. Just two days away TO RACE DAY, an update is req’d, and that takes TWO DAYS. #WHY",@610179 We know how easy the Apple Watch makes it to track your runs. Please DM us if you've been unable to install the watchOS update. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
123,910568,@AppleSupport I’m using an iPhone 7+ I was skeptical ab downloading this bc I thought it would get worse with messing up https://t.co/3RSZJVaghC,"@336276 We'd recommend the update, especially for apps unexpectedly closing. This article goes through more: https://t.co/X6nymuaxVK",,,ios_software_bug,False,lr_override,0.5786
124,1099628,Anyone have problems installing iOS 11.1 Public Beta 5?! @115858 @AppleSupport,"@131677 Let us know via DM the issue you're experiencing with the Beta, then we can direct you from there. https://t.co/GDrqU22YpT",,,ios_software_bug,False,rule_based,1.0
125,1216331,"@AppleSupport I would, if only the damn apps but stop crashing… Fail!!!",@405409 Are you having trouble with the Twitter app? Make sure you have the latest version from the App Store. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
126,1105616,@AppleSupport  help my computer won’t charge and it’s not the battery or the charger. major sos. I’m in school &amp; need to get my hw done.,@380910 Let's get you back to that homework. Try the steps here first: https://t.co/FYojVXHuwn Let us know if you still need help.,,,battery_power,False,rule_based,0.5
127,1706193,Quisiera yo saber cómo PARA CUANDO van a arreglar todos los problemas de su última actualización en los iPhone @AppleSupport,@517111 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,,,ios_software_bug,False,lr_override,0.5824
128,2053513,@AppleSupport please fix this bug in ios11.1 beta https://t.co/FPxfpz3sTq,@607318 We want to help. Can you tell us in DM which steps you've tried so far? This way we won't have you do any steps over again. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
129,2276356,@AppleSupport it didn’t work :(,"@662072 OK. If your account is still disabled, please reach out to our wonderful iTunes Store Advisors using this link here: https://t.co/SDIe7UiyJN

They’ll be able to assist you further.",,,ios_software_bug,False,lr_override,0.6163
130,403557,Whoa @115858 I see I'm definitely not alone with recurring #MBP2011 GPU issues,@211515 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,,ios_software_bug,True,lr_override,0.4218
131,1901145,"@115858 After updating to iOS 11.0.2, my iPhone 6S+ has become a literal brick. iOS 11.0.3 didn't fix anything at all, what are you???",@566562 Let's look in to this issue for you. What exactly are you experiencing with your iPhone? Let us know in DM. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
132,1159148,@AppleSupport please check my DM having Activity issues with my Watch. Nothing is being tracked..,"@392682 We've responded to your DM, please join us there. https://t.co/GDrqU22YpT",,,app_service_issue,False,expert_audit,0.2682
133,2445228,@AppleSupport how can I️ get rid of the A boxed ? For I️,"@701059 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",,,how_to_settings,False,rule_based,1.0
134,2949623,"@115858 and @AppleSupport are you aware of the MacOS High Sierra vulnerability that enables root access without a password when guest account is enabled? Any ETA for a fix?

https://t.co/O8F5oZjr1E","@814581 A new Security Update was just released via the Mac App Store and it includes a fix for this issue. 
https://t.co/B5dcmAftzp
Be sure to back up your Mac prior to updating, and let us know if the issue persists afterward.
Back up: https://t.co/4f8hwT5to6",,,account_access_security,True,rule_based,0.5
135,2015343,"@AppleSupport Does this restore the iPad to its factory settings or when it works again, does it keep everything it had when it started???","@271209 We know how important your data is on your device. To make sure we provide the correct steps to you, let’s move to DM. https://t.co/GDrqU22YpT",,,how_to_settings,False,lr_override,0.4672
136,1712030,@AppleSupport thanks I think that worked!,@518580 Great! Send us a DM if you run into problems or have more questions. https://t.co/GDrqU22YpT,,,ios_software_bug,True,lr_override,0.4457
137,1214534,"@AppleSupport My display freezes, then I have to hit power button &amp; home button to reset. Music player freezes sometimes too",@405024 Does this occur with all apps or only the Music app?  Let us know via DM: https://t.co/GDrqU22YpT,,,ios_software_bug,True,lr_override,0.4173
138,1301308,@AppleSupport Thank you yes I am,@424129 Can you tell us in DM what is happening specifically with the device? https://t.co/GDrqU2kzhr,,,ios_software_bug,False,lr_override,0.487
139,1063109,"@AppleSupport Hi, why can’t I edit or share this picture?? I took it with my phone on saturday😬 https://t.co/ajiS9Cu9yo",@371025 Let's look into this. Editing your pictures is a great feature when sharing with others. Can you confirm your iOS version?,,,app_service_issue,False,expert_audit,0.2376
140,1640810,@AppleSupport Thanks 😄,"@501624 You're welcome. If you have questions in the future, feel free to reach out to us here.",,,ios_software_bug,True,lr_override,0.4225
141,2840370,Anyone with #iPhone6 have issue with calls dropping/not ringing through? Been going on for last 3 months. Not reliable.,@737240 We'll do all we can to assist. You mention it's been happening for three months. Did it start after an iOS update? What version are you currently running? Are you seeing Searching or No Service in the upper left when the calls drop?,,,ios_software_bug,False,lr_override,0.5514
142,282537,@115858 your update decides to turn on my Bluetooth &amp; WiFi whenever it wants draining my batter. Finding contacts by name is messed up,@183307 Wi-Fi and Bluetooth toggles in Control Center work a bit differently in iOS 11. Read more here: https://t.co/G7BHuQnDS6,,,connectivity_network,False,lr_override,0.8639
143,2154541,@AppleSupport ... The Animoji on my iPhone 8 Plus isn’t working right ... https://t.co/hFufL3ti5b,@534484 Thanks for reaching out to us. We would love to help you. Please send us a DM so we can take a look at what's going on. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.5557
144,1943558,Can @115858 please fix this auto correct issue with the I’s and the A’s I️ ASAP 🙄,"@577839 Let's look into this together. To start, DM us which device and software version you're using, and we'll continue from there. https://t.co/GDrqU22YpT",,,ios_software_bug,False,lr_override,0.4995
145,1185076,@AppleSupport help this keeps happening everytime I try to update and I have storage? https://t.co/78phBlmYUr,@398654 Let's look into this together. Could you tell us which Apple device you're using?,,,ios_software_bug,False,rule_based,1.0
146,401684,@AppleSupport can you assist me seeing as your employees both on the phone and instore cant help ?,@210988 We'd like to look into this for you. Please DM us. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.5709
147,848989,"@AppleSupport GPS on Maps &amp; Waze apps state: ""No GPS, Showing approximate location"". Went through 2 iphone 8s w/ this issue. Please resolve!",@321736 We're here to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,,,app_service_issue,False,rule_based,1.0
148,1331927,@115858 —always ran perfectly. The newest update ios 11.0.3 is just so laggy. It won’t even recognize I have a charger in it (which is your brand—,@430725 We're happy to look into these issues with you. Please meet us in DM and we'll get started. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.9934
149,2355122,@AppleSupport when you gonna fix the fact I️ can’t use the letter I️ my brotha,"@680413 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",,,ios_software_bug,False,lr_override,0.7498
150,105398,@AppleSupport How do I clear analytic data from my iPhone? (yes its turned off) but it's being stored anyways. Bad enough your os is 4gb.,"@139279 We can offer some guidance on this. Use the link below to DM us, and we’ll take it from there. https://t.co/GDrqU22YpT",,,how_to_settings,False,rule_based,1.0
151,2455393,UUUMMMMMMMM @115858 wtf is wrong with y’all? My apps crashing. https://t.co/UXrtJgBvhC,@703387 We want to help! DM us and let us know more about the issues you are having. We can look more into this issue from here. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
152,2731437,@AppleSupport Yes,"@765713 Just to clarify, are you able to Facetime other people?",,,ios_software_bug,True,lr_override,0.3104
153,38651,hello @115858 when i hit the lil music square in ios whatever the fuck this is WHY DOESNT IT TAKE ME TO THE MUSIC APP LIKE I’D LIKE IT TO???,"@124424 Thanks for reaching out. We'd like some details to assist. Is the Music app not opening at all, or are you getting an error? Also, are you an Apple Music member? Let us know in DM and we'll continue. https://t.co/GDrqU22YpT",,,app_service_issue,False,lr_override,0.9116
154,1104704,@AppleSupport Don’t know where the problem is coming from,@160403 Thanks for trying. Let's get you in touch with our Apple ID experts. You can reach them here: https://t.co/UJm15vmMM2,,,ios_software_bug,True,lr_override,0.3772
155,902799,@AppleSupport @334312 I’m having the same issue with my iPhone 6s. I get a box with a question mark in it.,@334313 We'd love to talk to you about this a little more. Did this start after updating to iOS 11.1? Let us know in DM. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
156,1847056,My phone was fine but now that I updated it it’s been fucking up @115858 what kinda business y’all running? Y’all planting viruses huh?,@553217 We want to help. DM us details of the issues you're having and we'll be happy to work with you towards a resolution. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
157,875093,@AppleSupport Do you mean connect my iphone to my computer?,"@327761 Yes, that's right. If you'd like a reference, you can find the steps to try updating by iTunes here: https://t.co/80YRnjDFDk",,,connectivity_network,False,rule_based,1.0
158,2774321,"I asked 4 different members of staff in the @115858 store, what I needed to buy to be able to quick charge my iPhone 8 Plus, and non of them knew 🤔?",@775346 We're here to help. Take a look at this article for how to fast charge your iPhone 8 Plus: https://t.co/M0KamLrtwG,,,hardware_accessory,False,expert_audit,0.5
159,2949572,@115858 keeps charging me $1 a month for icloud storage but my iphone still hasn’t backed up in 92 weeks... what’s going on here 🤔,"@814565 Having a recent backup of your data is important, so let's figure this out together. Have you tried to manually create a backup? If so, are you running in to any issues or error messages? Check out this article on backing up to iCloud: https://t.co/kVIL7aHc3S",,,app_store_billing,True,expert_audit,0.5
160,633875,Hello @115858 can you help find an iphoneX that was ordered and now lost in Korea?,"@270254 Hey Jake, we'd like to help you look into this. Let us know via DM where you ordered the iPhone and we'll get started. https://t.co/GDrqU22YpT",,,hardware_accessory,True,lr_override,0.2336
161,1180672,@AppleSupport no swiping up :o,"@397680 Swiping down shows notifications on an iOS device. Are you having an issue viewing from the lock screen, home or both?",,,ios_software_bug,False,lr_override,0.4542
162,2420315,"Mon iphone bug avec oe changement d’horaire. Il écrit 8h16 mais si je vérifie dans horloge il est bien 7h16 !
@AppleSupport https://t.co/jhSidFvWYH",@695259 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,,ios_software_bug,False,rule_based,1.0
163,2592201,@AppleSupport Yes I did and nothing happen,"@734130 Meet us in DM, and we will continue there. https://t.co/GDrqU22YpT",,,ios_software_bug,True,lr_override,0.3681
164,2753670,"@AppleSupport Thank you, will update my iOS and would let you know. Thanks!","@770790 You're most welcome! Please let us know if you run into trouble, and we'll be here to help.",,,ios_software_bug,False,rule_based,1.0
165,1078245,@AppleSupport My AirPods skip like crazy and the mic seems muted and can’t be unmuted on my Mac. $160 worth of junk apparently,"@374364 Hi. Are these issues happening only when you use your AirPods with your Mac, or is it happening with other devices as well?",,,ios_software_bug,True,lr_override,0.4407
166,44614,"@115858 good evening, I️ don’t understand why when I️ type sometimes an exclamation mark and a box keeps popping up. Please fix it",@125901 Let's help out with this. Which device and iOS version are you using under Settings &gt; General &gt; About? We'll start there.,,,ios_software_bug,False,lr_override,0.7734
167,2343789,@AppleSupport Yes,"@200151 Alright, got it. DM us and let us know what country you live in next. We'll be able to help you more after that. https://t.co/GDrqU22YpT",,,ios_software_bug,True,lr_override,0.3104
168,2558611,@AppleSupport I just realized I type “it” a lot now that the iOS changes it to I.T. Please help!,@726341 We're here to help. Please DM us and let us know which iOS version you're on. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
169,2412417,@AppleSupport I don't seem to get any notifications when I have an app open on my iPhone X. Alarms don't even go off. Thoughts?,@310445 We'll gladly assist with this notifications issue. Is Do Not Disturb enabled in Settings? Is the device updated to iOS 11.1.1?,,,ios_software_bug,False,lr_override,0.5306
170,1986813,i️ am so mad at the new i️ OS update @115858,"@448573 That's not the experience we want you to have, and we'd like to help. Please send us a DM, and we'll get started. https://t.co/GDrqU22YpT",,,ios_software_bug,False,rule_based,1.0
171,1239021,"@AppleSupport Okay... Wireless Powerbeats, speakers are fine just earphones seems to be the having problem",@410630 Do you know if this happens with other apps or other headphones used with the iPhone? This helps us to narrow things down.,,,ios_software_bug,True,lr_override,0.3407
172,1850806,@AppleSupport 7+ and ios 11.0.3 but this has been happening since july,@554033 Thank you for these details. Would you please tell us more about the issue we're facing? Can you still power on the device? https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
173,2206012,@115858 the new software has issues. Can’t access all pics in TripAdviser and CamCard won’t work,@195481 We'd be happy to look into this with you. Which device are you using? DM us and let us know. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.6701
174,2096179,@115858 could you NOT kill my phone every time you release a new one? My batt has gone ⬇️ 42% in 7 mins and that’s not the only problem #bull,"@619282 We understand how important a good battery life is. We can help! Send us a DM, and we'll take it from there. https://t.co/GDrqU22YpT",,,ios_software_bug,False,lr_override,0.489
175,233958,"@115858 stop making my phone run like crap just bc you made a new model, I DONT HAVE $1K EVERY YEAR TO DROP ON U!! LET ME SIT HERE W/ MY 6S!",@171705 We'd love to help with any issues you're having. Let us know what's going on. We'll get to the bottom of it together.,,,ios_software_bug,False,lr_override,0.4792
176,1895307,"Hi @AppleSupport: on iOS 10, 3rd party apps agree my 6plus capacity is ~22gb; on iOS 11, my 6splus says 29gb, yet 3rd party apps only 16gb 🤔 https://t.co/TSpFk9NtLR",@524687 Thanks for reaching out to us. We'll be happy to look into this with you. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
177,1478360,@AppleSupport I have the 6S,@463293 Do you recall ever signing up for the iOS Beta program or having it installed?,,,ios_software_bug,False,lr_override,0.5726
178,1706960,"@applesupport, today’s autocorrect issue is driving me crazy. And the text replace works on twitter but not on FB or in emails.","@517303 Hey, we'd like to gather some more details. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",,,ios_software_bug,False,lr_override,0.4909
179,1618269,"I’m getting real tired of this random question mark thing, @115858 FIX MY PHONE DUDE",@496165 We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
180,2143950,@AppleSupport Thank you tons!,@630346 You're very welcome!,,,ios_software_bug,False,lr_override,0.5554
181,2284297,"@115858 Why does every fucking app restart even if you leave it running in the background? I got the new 8 a few weeks back and it's like multitasking has been erased. I leave an app to open another and when. I go back, it totally refreshes. Anything I was doing is list! 🖕🏻🖕🏻",@304543 We'd love to look into this with you. Which apps are they? Do you have Background App Refresh turned on for them? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.52
182,1334374,Wtf #iPhoneX @AppleSupport site still down?,@431283 If you have issues with your pre-order reach out to our Online Sales team here: https://t.co/8yjRd1Xo0i,,,ios_software_bug,True,lr_override,0.3329
183,1890873,Dear @115858 What kind of BS of an update is IOS11? My battery duration is a damn joke! So sad and disappointing. @AppleSupport @119459,@563886 That’s not what we’d like to be hearing! Please let us know about the changes on the battery life via DM. https://t.co/GDrqU22YpT,,,battery_power,False,expert_audit,0.6667
184,1467741,Hey @AppleSupport why are words with apostrophes killing the character count on texts like it’s an emoji shits dumb,@460681 We're here to help. Please DM us which iOS software version you are using and we'll go from there. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.778
185,369281,@AppleSupport hey Apple my iPhone 8+ makes crackling sounds when my music is playing,@203487 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,,,app_service_issue,False,lr_override,0.7354
186,2838727,Dear @115858 FIX THE FACT THAT MY PHONE WONT STOP RANDOMLY RESTARTING ITSELF!! pls&amp;thx,"@790020 We're here to help! Which type of iPhone is this occurring on? Do you know which version of the iOS is installed? Let us know via DM, then we can go from there. https://t.co/GDrqU22YpT",,,ios_software_bug,False,lr_override,0.5365
187,884958,@AppleSupport can you fix this? I have a vision impairment but whats the point of large font when it looks like this #accessibility https://t.co/H4RzDYuSXQ,@330137 We're happy to look into this with you. Do you experience this issue with all emails you pull up through the Mail app?,,,ios_software_bug,False,lr_override,0.5987
188,495178,@115858 @115725 I’m soo glad I got that @134236 plus watch + cellular. Oh waaaiit my cellular won’t work and doesn’t connect to my network without my phone.  Money well spent? 🤔,"@233083 Reach out to us via DM and let us know the type of iPhone you have, as well as which version of the iOS and WatchOS is installed on the two devices. From there we can take a look at this with you. https://t.co/GDrqU22YpT",,,connectivity_network,False,rule_based,1.0
189,1175523,@AppleSupport If you had to guess would it start with an 11? and end with .0.3,"@396524 Got it. Send us a DM with the country you're located in, and we'll continue from there. https://t.co/GDrqU22YpT",,,ios_software_bug,False,lr_override,0.6775
190,1905754,@AppleSupport !!! That fixed it!!!!! Thanks so much!,"@567880 It's our pleasure! We're glad that resolved the issue. If you need any assistance in the future, please reach out to us.",,,ios_software_bug,False,lr_override,0.6663
191,1677817,@115858 are you guys fixing this # question mark box ish ??,@510327 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,ios_software_bug,False,rule_based,1.0
192,1636536,This shit be making me mad. It’s some new every update with @115858 https://t.co/r9oIzedNUN,@500556 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,,,ios_software_bug,False,rule_based,1.0
193,2414330,Not sure @115858 @AppleSupport what the 11.1.1 update was for but it sure made the operating system to my iPhone 6S unstable and reboot more than 30 times a day. Apparently your fix has made the phone unstable and its applications. Please find a fix.,"@693983 Hey, we want to do our best to get your iPhone back up and running as it should. To clarify, when the iPhone unexpectedly restarts, do you see an Apple logo or spinning gear? Also, are all apps updated in the App Store?",,,ios_software_bug,False,rule_based,1.0
194,2919977,@AppleSupport I accidentally pressed something on my phone to do a software update on the phone.  How can I cancel that?,@446990 We’re here to help. Was this an update for iOS or for an app? What do you see on your iPhone right now?,,,ios_software_bug,False,lr_override,0.9702
195,354540,@AppleSupport Yes I’ve tried 3 different pairs,@200270 Thanks for trying. Shoot us a DM and we'll continue this conversation there. https://t.co/GDrqU22YpT,,,ios_software_bug,True,lr_override,0.2889
196,2675368,Does anyone know to fix iCloud to display my pictures clearly??  My pictures aren’t loading fully n displaying exclamation mark! @115858,@753068 We'd love to help. Can you currently see your pictures from https://t.co/tmRhWEkIq4 if you sign in?,,,app_service_issue,False,lr_override,0.4602
197,1072230,yeah I still can't get any iOS 11 @AppleSupport https://t.co/oQEBg8U4gb,"@373019 Thanks for reaching back out. From here, let's proceed to DM, and we'll see how we can assist: https://t.co/GDrqU22YpT",,,ios_software_bug,False,rule_based,1.0
198,2696050,@757609 @AppleSupport Sucks major. This is the 3rd time I’ve had to charge my iPhone 6 tonight. Hard to be a fan of products that fail to work as advertised longer than a year or two. Good luck. Thanks for feedback,@757610 Let's see what we can do to take care of this. We'll need to dig in deeper to see what our options are so please join us in DM to do that. https://t.co/GDrqU22YpT,,,battery_power,False,expert_audit,0.5
199,2153417,@AppleSupport since updating to iOS 11 my iPhone 7 bricks 2-3 times a day all updates apps crash or freeze.,"@632733 We're here to help. Is this happening more with a certain type of application? Such as games, social media, photos, etc.",,,ios_software_bug,False,rule_based,1.0
200,1347760,"@AppleSupport hey, if i accidentally select a whole lot of imessages and press ""report as spam"", does this mean i now won't receive txts from those contacts? 😬",@434289 DM us using the link below. We'll look into this with you from there. https://t.co/GDrqU22YpT,,,app_service_issue,False,rule_based,1.0
201,1802453,@applesupport #ios11 (.02&amp;.03) drains my #iphone6 battery in minutes. Followed all recommendations with no results at ALL. #bringbackios10,@541601 Meeting up with us in DM allows us to gather more specific details about the device so we can help out. Click the link below. https://t.co/GDrqU22YpT,,,battery_power,False,rule_based,0.5
202,1700000,@515539 @115858 needs to figure this shit out cause it’s pissing me off,@515538 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,,,ios_software_bug,False,lr_override,0.5951
203,1306473,"@AppleSupport hey can you help me, I’m trying to figure out why my friend Nerdbird is lagging",@425301 Sure thing. Hop in to DM with us and we'll check things out for you. https://t.co/GDrqU22YpT,,,ios_software_bug,True,lr_override,0.2743
204,1280655,@AppleSupport Hello. I cant download the photos from my phone to my computer since the last update. Can you help? Thanks.,@419643 We'll be happy to help. DM us what kind of computer and OS you have and we'll continue support there. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.6008
205,2141649,@AppleSupport why have most of purchased songs  disappeared from my purchase in itunes,@322330 Thanks for reaching out to us for support. Can you please tell us which operating  system you are currently running?,,,app_store_billing,True,rule_based,1.0
206,1201134,@115858 you guys are really starting to piss me off b/ I was told I would have it back w/in 5-7 days. Still nothing &amp; I need it 4 work! 😡,@402232 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.5563
207,1281452,.@AppleSupport I’m all done with pre-ordering for my #iPhonex upgrade tomorrow. Q is do I still have to get up at 3:01 EST to do it online?,@419818 Thanks for reaching out! For questions about pre-orders reach out to our Apple Online Store Advisors here: https://t.co/8yjRd1Xo0i,,,ios_software_bug,True,lr_override,0.3348
208,2293887,@AppleSupport I’m fairly sure that when typing the letter “I” this “I️” shouldn’t come up? Plenty of people are having this issue on iOS https://t.co/y6DnEIUKQ4,"@666107 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",,,ios_software_bug,False,rule_based,1.0
209,1147042,"Yo @115858 @AppleSupport , iOS 11.0.3 is crippling my IPhone 6s. Pretty sure I’m not the only one. Please fix with update ASAP!!!",@389960 We want to learn more about the issues you're having with your iPhone 6s to see how we can help. Provide us some details.,,,ios_software_bug,False,rule_based,1.0
210,157770,@AppleSupport Hello. How can I have the old swipe from the right bar? The new one does not add value to my work. Also: is there any way I can hide the new dock?,@152253 Thanks for the mention. We're glad you reached out. So that we’re sure to be on the same page could you let us know which type of device you are working on? The operating system version will be helpful as well.,,,how_to_settings,False,rule_based,1.0
211,1368534,@115858 YALL FINNA OWE ME SOME MONEY IF YALL DONT FIX THIS UPDATE IMMEDIATELY I CANT USE MY CAMERA NO MORE OR MY FLASHLIGHT YALL GOT ME FUCKED UP,@438542 We can help out. What happens with the camera app? And does it happen in multiple apps that can use the camera?,,,ios_software_bug,False,lr_override,0.7075
212,2284994,"@AppleSupport I am unable to login to https://t.co/UGOhMiMDl8

Same on https://t.co/Tcccp65Jwd and https://t.co/VtJjpwM40M connect. PLEASE HELP! https://t.co/Ir6XwhVsla","@663990 That is certainly not the experience that we wanted you to have with your Apple ID, and we are going to do everything we can to help you. When you have a free moment, please contact our Apple ID account specialists here for support: https://t.co/UJm15vmMM2",,,account_access_security,True,rule_based,0.5
213,1117131,@AppleSupport Why is my iPhone SE not finding the iOS11 update? Says iOS 10.3.2 your software is up to date. I am not using ios beta as well,@383593 We'd like to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
214,2773147,@AppleSupport why it this showing up every time I️ type in “I️” https://t.co/yuMlHNjeLd,@477009 We can check it out. Have you been able to update your iOS version to at least iOS  11.1.1? You can check in Settings &gt; General &gt; About.,,,ios_software_bug,False,lr_override,0.5692
215,907432,So pissed off with my phone @AppleSupport sort it out,@335479 Hi there! What's going on exactly?,,,ios_software_bug,False,lr_override,0.6383
216,663903,"@115858 We have a problem. MBP Touch Bar, High Sierra. https://t.co/etdAXlfCne","@154042 You're in the right place for help! From the photo you provided we see that the Finder became unresponsive and isn't relaunching, is that correct?",,,ios_software_bug,False,lr_override,0.4596
217,1859716,@AppleSupport Yes 🍎,"@555995 Do you have an Apple Music membership? Also, does restarting your device make any difference? Let us know in DM. https://t.co/GDrqU22YpT",,,ios_software_bug,True,lr_override,0.3104
218,1338884,@AppleSupport This started when I upgraded to iOS 11. Current version iOS 11.0.3 iPhone 6s.,@432301 What do you need to do to restore functionality when this happens? Do you use any Bluetooth devices?,,,ios_software_bug,False,rule_based,1.0
219,2308718,"So my iPhone has been a nightmare since the update. Try to review things or look at accounts and end up deleting and unfollowing in addition to all of the other problems. This is bullshit, @115858",@669662 We'd like to work with you. What seems to be going on with your iPhone? Give us a detailed description in DM. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
220,1419131,"Picked up my laptop from @115858 and not only do I find out on day of pick up that all my data is deleted, THE LAPTOP IS EVEN MORE BROKEN.",@449863 We want to help with your Mac. Please DM us more info on what's going on to start. https://t.co/GDrqU22YpT,,,ios_software_bug,True,lr_override,0.2579
221,107358,"@AppleSupport ok... woke up yesterday and my podcast app had changed AGAIN. My subscriptions disappeared, and when it restored all my new subs were gone. Also the Listen Now is in NO order whatsoever. How can I get my old app back? https://t.co/aemWLxGmmE",@139843 We know how important it is to enjoy your podcasts and we're happy to do everything we can to help. Let's pick back up where we left off. Please DM us to continue. https://t.co/GDrqU22YpT,,,app_service_issue,False,expert_audit,0.3333
222,2450947,@AppleSupport having problems with iphone switching off and the lock screen freezing and going blank and now it’s got worse since the update,@702387 We want to help. Reach out via DM using the link below. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.5791
